time	case	agent	idea	before	after	status	lesson
2026-09-18T23:30	medical	fable-session	[attach] send cand_span on 'no' answers too (server.py MED_ATTACH_NO=1; scorer averages tIoU over gold-yes rows whatever we answered); portal validation from /workspace/med-attach on :9054	0.7441 (portal #5, prod onset+gate-any)	0.7499 (portal, uuid cf456b77)	keep	the portal scores spans on false answers exactly like upstream local_evaluator; +0.0058 for free; new medical best
2026-09-18T23:40	medical	fable-session	[diagnostic] MED_FORCE_YES=1 (all answers true, spans = cand_span) portal validation	0.7499	0.5501 and 0.5521 (re-run by accident: run-to-run noise ~0.002)	diagnostic	accuracy is exactly 0.5 on the balanced set, so portal tIoU = (0.5501-0.2)/0.6 = 0.584; back-solving the attach run gives portal accuracy ~190/190. The whole local (0.667 tIoU) vs portal gap is span extent/location on unseen conversations; accuracy and the yes threshold are irrelevant on the portal
2026-09-18T23:55	medical	fable-session	[A1] cited-unit spans instead of verbatim quotes (MED_USE_QUOTE=0) on top of attach; portal validation	0.7499 (attach)	0.7586 (portal; tIoU ~0.598)	keep (best so far)	on 19 unseen conversations the coarser cited-sentence span beats the tight aligned quote by +0.0087; the local 31-conversation preference for quotes was selection bias. Same convention as paolotot (0.7697 with a 4B model). Test extent variants on the portal, not on the 31
2026-09-19T00:05	medical	fable-session	[A2-A5] portal arms on the unit-span base (MED_USE_QUOTE=0 + attach): A2 MED_MULTI_FALLBACK=qoverlap; A3 MED_SPAN_COVERAGE_NEXT=1; A4 MED_UNIT_MODE=clause; A5 MED_UNIT_MODE=phrase	0.7586 (A1)	A2 0.7508 / A3 0.7612 / A4 0.7451 / A5 0.7429 (portal, run noise ~0.002)	A3 keep (best 0.7612, tIoU ~0.602); others discard	sentence units are the right granularity on unseen conversations (clause/phrase units lose 0.014-0.016); picking the cluster by question-word overlap loses 0.008 (first cluster stays best); the coverage-next end extension adds a marginal +0.003. Next: edge rules on the A3 base (A6-A9), results in medical/out/portal_arms.tsv
2026-09-19T00:15	medical	fable-session	[A6-A9, A3b] edge rules on the A3 base (units + coverage-next + attach): A6 MED_SPAN_SHIFT_E=-0.2; A7 start +0.3 (MED_ALLOW_SHIFT_WITH_ONSET=1); A8 onset rule off; A9 MED_SPAN_SNAP=1; A3b = A3 re-run	0.7612 (A3)	A6 0.7441 / A7 0.7216 / A8 0.7535 / A9 0.7432 / A3b 0.7517	all discard; A3 config stays served	the unit-span path is NOT deterministic on the portal: the same config scored 0.7612 and 0.7517 (LLM citation variance changes whole-sentence spans), so the run noise is ~+-0.005 and A1/A3 vs attach (+0.005..+0.011) is the real size of the unit gain. Every edge rule loses: trimming ends -0.01, shifting starts +0.3 s -0.03, dropping the onset rule -0.005, pause snapping -0.01. Next lever: reduce citation variance (self-consistency over sampled citations)
2026-09-19T10:45	medical	fable-session	[SC5/SC9/A3c] citation self-consistency (MED_SC_N sampled replies, majority first cluster) on the A3 base; A3c = third run of A3	A3 runs 0.7612/0.7517/0.7533 (mean 0.7554)	SC5 0.7561 / SC9 0.7594 (mean 0.7578)	inconclusive (+0.002, inside +-0.005 noise); not adopted	sampling 5-9 replies costs 10-12 s/conv under GPU contention; the vote reduces variance a little but does not move the mean; the location errors are systematic, not sampling noise
2026-09-19T11:00	medical	fable-session	[AEQ] verdict-first prompt (MED_ORDER=aeq) on the unit-span base (units + coverage-next + attach)	A3 runs 0.7612/0.7517/0.7533	0.7618 (portal)	promising (top single number; +0.006 over the A3 mean, inside +-0.005 noise)	on the old quote path aeq lost 0.010 on the portal; with cited-unit spans the verdict-first order is at least neutral and probably slightly positive; needs a repeat before it becomes the default
2026-09-19T10:45	medical	fable-session	[CLS/CLSP] clause snap of the aligned quote (MED_USE_QUOTE=1 MED_SPAN_CLAUSE_SNAP=1, pause 1.0 / 0.4) + coverage-next + attach	A3 mean 0.7554	CLS 0.7347 / CLSP 0.7340	discard	widening the verbatim quote to its clause loses 0.02: the quote itself is misplaced/misaligned on unseen conversations, not just short; the cited-sentence unit is the right span source
2026-09-19T10:45	medical	fable-session	[AEQ2] repeat of verdict-first + units + coverage-next + attach	AEQ 0.7618	AEQ2 0.7596 (AEQ mean 0.7607 vs A3 mean 0.7554 over 3 runs)	keep -> PRODUCTION (MED_ORDER=aeq MED_USE_QUOTE=0 MED_SPAN_COVERAGE_NEXT=1)	both aeq runs sit above every A3 run but one; +0.005 mean; served on :9054 from /workspace/med-attach since 10:41
2026-09-19T10:45	medical	fable-session	[A3d] repeat of A3 (queued after AEQ)	-	0.6001 with 4 errors	void	operator error: the next batch restarted :9054 while this validation was still running (4 conversations lost); never overlap arm batches
2026-09-19T11:30	medical	fable-session	[AEQ3] third run of the production config (aeq + units + coverage-next + attach)	AEQ 0.7618 / AEQ2 0.7596	0.7562 (mean 0.7592 vs A3 mean 0.7554)	keep	stays production; run noise +-0.005 confirmed
2026-09-19T11:30	medical	fable-session	[LLM2/LLM2b] dense Qwen3.8-27B-AWQ on a second pod (llm2, http://194.68.245.111:22011/v1) as the answerer	0.7592	0.6191 twice with llm 0 / loc 190	void	every LLM call failed and the bge fallback answered (0.619 = the LLM-dead score); the remote endpoint served /v1/models but the pipeline's chat calls errored - diagnose before rerunning
2026-09-19T11:35	medical	fable-session	[LLM2c] dense Qwen3.8-27B-AWQ-INT4 on pod llm2 (MED_LLM_HOSTS_OK allow-list) as the answerer, aeq + units + coverage-next + attach	AEQ mean 0.7592 (35B-A3B)	0.7575 (190/190 LLM, qa max 5.3 s)	discard (tie); llm2 pod stopped	a 9x-larger dense model cites no better on unseen conversations; the remaining medical loss is in what the annotators mark, not in the LLM's reading. Model size, prompt order, sampling and every extent rule are exhausted at ~0.76
2026-09-20T00:05	medical	med-rules-lane	[RULES3] RULEBOOK convention in the verdict-first system prompt (MED_RULES=1 MED_RULES_V=3) + deterministic within-sentence continuation rule (MED_SPAN_CONT=1), served from /workspace/med-rules/medical	production island gap 0.15 thr -35, local 0.7795 (39 training conv, 4 reps)	local 0.7999; paired +0.0204 [+0.0030,+0.0378] P 0.987, dev +0.0266 test +0.0146, holdout8 +0.0374, 29 questions better / 17 worse, lat 1.8 s/conv	hand off for one portal validation	single LLM call, same latency as production; accuracy unchanged 0.990; all gain is tIoU (exact island range 99 -> 108 of 195, under 39 -> 28, wrong location 20 -> 17)
2026-09-20T00:05	medical	med-rules-lane	[RULES3DUAL] same rules prompt but only its LOCATION is used (MED_RULES_DUAL=1: production prompt decides answer and extent) + MED_SPAN_CONT=1	production island gap 0.15 thr -35, local 0.7776 (39 training conv, 4 reps)	local 0.7958; paired +0.0182 [+0.0084,+0.0293] P 1.000, dev +0.0130 test +0.0229, holdout8 +0.0264, 19 questions better / 0 worse, lat 3.5 s/conv	fallback arm if RULES3 does not reproduce on the portal	two LLM calls per question; the conservative half of the same gain (location changes only) plus the continuation rule
2026-09-20T00:05	medical	med-rules-lane	[RULESEXT] second-pass extent selection over the island window around the first cited cluster (MED_RULES=2, structured first/last)	production, local 0.7799 (2 reps)	local 0.7203; -0.0596 [-0.0915,-0.0267], over-extends 106/195 gold-yes	dead	same failure as the n3 M2 two-pass: asked for a range, the LLM takes the whole topic; the rules belong in the FIRST prompt, not in a second pass
2026-09-20T08:36	medical	med-final-lane	[FINAL-R4/SC3/VC] three selection ideas on top of the RULES3 production config, paired over ALL 39 training conversations x 3 interleaved reps (medical/rules_arms.py, UPSTREAM=/workspace/.holdout/upstream-full)	production rules v3, local 0.7900 (reps .7895/.7876/.7929), dev 0.8176 test 0.7650	R4 -0.0005 [-0.0061,+0.0045] (dev +0.0015 test -0.0024); SC3 +0.0012 [-0.0039,+0.0080] (dev +0.0067 test -0.0040); VC +0.0017 [-0.0039,+0.0069] (dev +0.0049 test -0.0014)	all discard (bar >=+0.01 with both halves positive)	every arm is inside the base's own rep-to-rep sd (0.0027) and every arm's test half is negative; span loss-mode table (medical/analysis/span_modes.py) shows why: exact 85, under 31, OVER 54, shift 3, wrong 19 of 195 gold-yes rows, and all three arms leave 'over' at 53-56 because they only choose WHICH LINES are cited. The remaining headroom is sub-island (RULEBOOK 3: 26/195 golds are one clause of an island; word trims lift the island oracle 0.891 -> 0.949), which no line-selection arm can reach. Prompt wording is exhausted: v1->v3 was +0.02 by removing over-extension, two more true bullets move 13 questions 5 better/7 worse
2026-09-20T08:48	medical	med-final-lane	[FINAL-ROBUSTNESS] 39 conversations back-to-back through medical/conc_eval.py against the LIVE :9054 (twice), plus an LLM-hang test on a spare :9071 (flaky_llm hang 0.5) and the organisers' budget constants	portal RULES3b log: 19 conversations, total_s mean 4.19 p95 5.76 max 6.33, errors 0	run A wall 179.6 s, mean 4.6 p95 7.0 max 7.1, errors 0, local 0.7979; run B wall 187.5 s, mean 4.8 p95 6.4 max 7.6, errors 0, local 0.7993; 390/390 LLM answers, asr_path gpu 39/39, 0 yes-without-span. Hang test: 42.5 s mean, 0 errors, 10/10 spans, 5 of 10 answers from the bge sidecar	keep production, no restart	evaluator budget is 60 s per request and 60 s per conversation for the whole attempt (38 x 60 = 2280 s), cancelled after 5 consecutive timeouts; our worst case is the 45 s MED_DEADLINE, measured at 43 s with half the LLM calls hanging. *** DISK: / was 100% full (5.4 MB free) and pipeline.transcribe writes each mp3 to a tempfile on / - a failed write returns all-yes/no-span for that conversation. Fixed with rm -rf /root/.cache/uv (stale since 18 Sep) -> 7.6 GB free; no process restarted. Re-check df -h / before the final ***
